Customer,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Month,Day Of Week
UO16539,Washington,8439.615236,No,0,Bachelor,,M,22454,1,Single,110,5,75,2,3,Personal Auto,Personal L3,Offer2,Agent,556.097027,SUV,1,1,2
NP18074,Arizona,4209.682602,No,0,Bachelor,,F,57933,1,Married,105,10,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,533.255723,SUV,0,2,3
TW45475,Nevada,8556.418397,No,1,College,,M,0,1,Married,124,7,2,3,6,Personal Auto,Personal L3,Offer1,Branch,595.2,SUV,0,1,6
DX80961,Arizona,16265.58682,No,1,Bachelor,,F,85322,1,Married,134,32,55,0,2,Personal Auto,Personal L3,Offer1,Agent,735.491986,SUV,1,1,2
JZ15681,California,3624.901612,No,1,High School or Below,,M,37843,0,Divorced,92,2,17,0,1,Personal Auto,Personal L3,Offer3,Agent,354.455466,Four-Door Car,1,1,0
ZZ31825,Oregon,2519.918897,No,0,Bachelor,,M,0,1,Married,67,11,26,0,1,Personal Auto,Personal L2,Offer2,Branch,482.4,Four-Door Car,1,1,1
TF77410,Arizona,4819.183706,No,0,College,,M,74730,1,Single,61,18,84,0,6,Personal Auto,Personal L3,Offer2,Branch,421.235276,Four-Door Car,0,2,2
HI16452,Oregon,3028.780121,No,1,High School or Below,,M,0,1,Single,94,27,52,1,1,Special Auto,Special L3,Offer1,Branch,483.881752,Four-Door Car,1,2,1
CW98845,Oregon,2316.796105,No,0,Bachelor,,M,0,1,Married,64,2,80,0,1,Personal Auto,Personal L2,Offer4,Branch,307.2,Four-Door Car,1,2,3
NI99807,Oregon,13869.92705,Yes,0,College,,M,28432,1,Married,118,1,59,0,2,Personal Auto,Personal L2,Offer2,Branch,612.300581,SUV,0,1,4
GU60969,Arizona,2342.01381,No,0,Bachelor,,M,19581,1,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.6,Four-Door Car,2,1,6
FS67103,Oregon,2747.771656,No,1,Bachelor,,M,0,1,Single,80,12,14,0,1,Special Auto,Special L2,Offer3,Web,576.0,Two-Door Car,1,1,6
FQ24929,Oregon,5479.555081,Yes,0,Master,,M,56005,1,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,0,1,3
YA12007,California,9199.539814,No,1,College,,F,0,1,Divorced,80,10,11,0,2,Personal Auto,Personal L2,Offer1,Branch,572.847549,Four-Door Car,1,1,1
EW46828,Arizona,8060.161694,No,0,High School or Below,,M,23671,1,Divorced,69,32,45,0,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,1,1,0
YP67379,Arizona,6686.128629,No,1,High School or Below,,M,22244,2,Married,84,6,59,0,9,Personal Auto,Personal L3,Offer3,Web,114.815893,Four-Door Car,1,2,4
KH16079,Washington,4709.52218,No,0,High School or Below,,F,0,1,Single,66,17,29,0,3,Personal Auto,Personal L1,Offer1,Agent,470.576119,Four-Door Car,0,2,5
SJ87277,Arizona,2685.425957,No,0,High School or Below,,M,75329,2,Married,67,15,17,0,1,Corporate Auto,Corporate L2,Offer3,Branch,45.905292,Four-Door Car,2,1,5
DW14769,Arizona,3920.511337,No,2,High School or Below,,F,0,1,Married,108,2,55,1,1,Personal Auto,Personal L3,Offer3,Branch,525.392239,Two-Door Car,2,2,4
CN13435,California,5493.698779,No,0,College,,F,44369,0,Married,68,13,22,0,8,Personal Auto,Personal L3,Offer4,Call Center,185.291566,Four-Door Car,1,1,0
KO95143,California,8521.738901,No,2,High School or Below,,M,37910,1,Married,108,7,9,0,7,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,1,2,0
GT66241,California,2414.072446,No,0,High School or Below,,M,0,1,Single,71,25,30,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.2,Four-Door Car,1,1,5
PP97061,Nevada,4282.947971,Yes,0,College,,F,40864,2,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,1,2,5
KP97208,Oregon,5918.330563,No,0,College,,F,94846,0,Married,73,15,68,0,7,Corporate Auto,Corporate L2,Offer1,Agent,305.031114,Two-Door Car,1,2,4
SB24397,California,7519.133631,Yes,1,High School or Below,,M,96306,2,Divorced,95,12,17,1,6,Personal Auto,Personal L3,Offer1,Agent,185.355353,Four-Door Car,1,2,6
EM32982,Arizona,4472.334422,No,0,Doctor,,F,53519,0,Married,111,7,37,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,520.036279,SUV,1,1,2
LB97434,Arizona,5531.627731,No,0,Bachelor,,M,50648,1,Married,69,27,50,1,9,Personal Auto,Personal L3,Offer1,Call Center,331.2,Two-Door Car,1,1,4
RR37715,Oregon,8435.176463,No,0,Bachelor,,M,64692,1,Married,70,17,80,0,2,Corporate Auto,Corporate L3,Offer1,Agent,336.0,Two-Door Car,0,2,3
TC81636,Arizona,10196.1106,No,0,High School or Below,,M,0,1,Single,100,9,75,0,2,Corporate Auto,Corporate L3,Offer4,Web,720.0,SUV,1,1,4
HR48520,Oregon,3915.798108,No,0,Bachelor,,M,0,1,Single,109,2,86,0,1,Personal Auto,Personal L2,Offer1,Call Center,784.8,SUV,2,1,0
VI42566,Oregon,6010.502178,No,0,Master,,M,49311,1,Married,74,25,85,0,3,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,2,1,1
NU84299,Arizona,2854.114491,No,0,High School or Below,,M,71126,0,Married,71,11,72,0,1,Personal Auto,Personal L1,Offer4,Branch,324.739746,Four-Door Car,1,1,5
RT63209,California,5994.255419,No,0,Master,,F,74284,0,Married,74,27,5,0,3,Personal Auto,Personal L3,Offer3,Call Center,268.130863,Four-Door Car,1,2,4
AM52614,Oregon,4477.45201,No,0,Bachelor,,F,41402,1,Divorced,119,26,26,4,1,Personal Auto,Personal L2,Offer2,Branch,571.2,Sports Car,1,1,1
UO40192,Nevada,5544.909083,No,0,High School or Below,,M,79619,0,Married,71,3,34,3,6,Personal Auto,Personal L3,Offer2,Web,280.89705,Four-Door Car,2,2,5
SD67101,Nevada,3600.934326,Yes,0,High School or Below,,F,25147,1,Single,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,1,2,4
EW35231,Oregon,9934.865795,No,1,High School or Below,,F,56379,1,Married,125,0,59,1,8,Corporate Auto,Corporate L2,Offer1,Agent,600.0,SUV,1,2,6
CT18212,California,6874.84827,No,1,Bachelor,,F,0,1,Single,96,35,27,0,6,Personal Auto,Personal L2,Offer4,Agent,691.2,Four-Door Car,1,2,3
YL91587,Arizona,2374.147419,No,0,High School or Below,,M,48911,1,Single,61,15,6,0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,2,2,6
HS14476,Washington,9162.063169,No,1,College,,M,29723,2,Married,80,8,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,20.985105,Four-Door Car,1,2,2
DA28072,Arizona,7380.086414,No,1,Master,,F,21841,1,Married,91,33,47,0,7,Corporate Auto,Corporate L3,Offer2,Call Center,436.8,Four-Door Car,1,1,2
JO98946,Oregon,2655.996158,No,0,Bachelor,,M,31796,1,Divorced,68,27,16,0,1,Personal Auto,Personal L3,Offer1,Agent,377.442796,Four-Door Car,1,2,3
BA26944,Nevada,7591.109246,No,0,Bachelor,,M,0,1,Married,105,0,16,0,4,Corporate Auto,Corporate L3,Offer2,Agent,504.0,SUV,0,1,6
AR47849,Nevada,5015.009472,Yes,1,Bachelor,,F,48567,1,Single,130,12,15,0,1,Personal Auto,Personal L1,Offer2,Agent,624.0,SUV,1,2,3
FO82261,Oregon,4603.975141,No,0,College,,M,66161,0,Single,118,19,86,0,1,Personal Auto,Personal L3,Offer2,Branch,457.593764,SUV,1,1,2
QO56662,Arizona,2551.226692,Yes,0,Master,,M,79751,1,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,0,1,2
UF74084,Arizona,5641.35916,No,0,Bachelor,,M,39469,0,Divorced,71,1,29,0,4,Personal Auto,Personal L3,Offer2,Call Center,315.560161,Two-Door Car,2,2,1
OX75108,Arizona,5463.913828,No,0,Master,,F,44305,0,Married,67,33,39,0,9,Personal Auto,Personal L1,Offer2,Call Center,214.772284,Four-Door Car,1,1,4
QG25195,Oregon,4866.647452,No,0,Bachelor,,F,0,1,Single,68,4,17,0,9,Personal Auto,Personal L3,Offer1,Agent,444.030724,Four-Door Car,1,1,0
HT50748,Oregon,2779.85389,No,0,Doctor,,F,38893,0,Single,69,12,60,0,1,Personal Auto,Personal L3,Offer1,Branch,279.960213,Two-Door Car,1,1,1
HC42288,California,4563.018085,No,0,College,,F,39187,1,Divorced,118,32,43,1,1,Corporate Auto,Corporate L2,Offer1,Agent,566.4,SUV,0,2,3
GJ63345,Arizona,2279.747148,No,0,Bachelor,,F,0,1,Single,64,9,95,0,1,Personal Auto,Personal L2,Offer1,Call Center,460.8,Four-Door Car,1,2,5
RK45396,California,5380.316469,No,0,Bachelor,,M,0,1,Married,73,11,95,0,3,Corporate Auto,Corporate L2,Offer2,Web,350.4,Four-Door Car,1,2,1
YA71207,California,8708.27928,No,0,High School or Below,,F,30090,0,Married,73,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Web,329.517492,Two-Door Car,2,1,6
MC53402,Washington,2215.912948,No,0,College,,M,0,1,Single,66,31,14,0,1,Personal Auto,Personal L2,Offer3,Branch,389.944994,Two-Door Car,1,1,1
VU18023,California,7780.903354,No,0,High School or Below,,F,0,1,Married,70,29,93,0,2,Personal Auto,Personal L1,Offer3,Call Center,504.0,Four-Door Car,0,1,4
VN37592,Arizona,2860.864563,No,0,High School or Below,,M,50332,1,Married,72,2,11,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,2,2,0
KL58949,California,5577.942343,No,0,Bachelor,,M,70190,2,Single,71,20,22,0,3,Corporate Auto,Corporate L3,Offer1,Agent,15.169017,Two-Door Car,1,2,4
KU14261,Arizona,7268.096004,No,1,Master,,F,38179,0,Married,90,12,91,1,3,Personal Auto,Personal L1,Offer1,Call Center,374.716271,Four-Door Car,1,2,4
RL97327,Washington,4060.956163,No,2,Bachelor,,M,0,1,Married,115,18,30,1,1,Personal Auto,Personal L2,Offer2,Call Center,699.823461,Four-Door Car,1,1,0
TO60700,Washington,7813.411572,No,0,Bachelor,,F,25859,1,Single,74,0,44,0,2,Special Auto,Special L2,Offer1,Agent,355.2,Four-Door Car,0,1,6
CR33417,Washington,4762.156975,No,0,Master,,F,36529,2,Married,118,6,41,0,1,Personal Auto,Personal L1,Offer1,Agent,255.005116,SUV,1,2,2
ZK90062,Arizona,14166.20344,No,0,Bachelor,,M,67588,1,Divorced,118,0,58,0,2,Personal Auto,Personal L2,Offer1,Agent,566.4,Sports Car,1,2,0
JP44710,Nevada,4354.398727,No,1,High School or Below,,M,0,1,Single,121,30,85,0,1,Personal Auto,Personal L3,Offer1,Call Center,871.2,SUV,1,1,3
RR93140,California,2880.348532,No,0,College,,F,81565,0,Married,71,19,54,0,1,Personal Auto,Personal L2,Offer2,Branch,190.642833,Four-Door Car,1,1,2
LR27773,California,5329.075482,No,0,Bachelor,,F,43671,0,Married,67,6,67,0,3,Corporate Auto,Corporate L2,Offer3,Agent,190.649902,Four-Door Car,1,2,0
CT88432,Arizona,4883.805481,No,0,Bachelor,,F,58682,0,Married,61,24,34,0,4,Corporate Auto,Corporate L3,Offer1,Branch,206.810286,Four-Door Car,1,2,3
OK86731,Oregon,4510.194071,No,0,College,,M,44230,1,Married,114,2,45,0,1,Personal Auto,Personal L3,Offer4,Web,738.222494,Sports Car,1,2,4
KL48832,Nevada,5237.935672,No,0,College,,F,31756,2,Married,66,34,44,0,8,Corporate Auto,Corporate L1,Offer1,Branch,160.855921,Four-Door Car,1,1,1
CA54112,Nevada,15119.55539,No,0,Doctor,,M,47725,2,Married,63,10,66,0,2,Personal Auto,Personal L1,Offer2,Call Center,142.205246,Two-Door Car,1,2,4
VC43751,Arizona,5860.01804,No,0,Bachelor,,F,38684,1,Married,74,1,22,0,6,Personal Auto,Personal L3,Offer3,Branch,376.760016,Two-Door Car,1,1,2
TD58354,Nevada,4655.392106,No,0,High School or Below,,M,0,1,Single,67,18,44,0,3,Personal Auto,Personal L3,Offer1,Agent,482.4,Four-Door Car,1,1,2
XM19715,Oregon,5326.501981,No,0,College,,F,22268,0,Married,67,12,70,0,8,Personal Auto,Personal L1,Offer3,Call Center,294.803913,Two-Door Car,1,2,1
KH19280,Arizona,6513.612638,No,1,College,,F,50037,0,Married,81,24,91,0,6,Special Auto,Special L2,Offer1,Call Center,303.384527,Four-Door Car,1,1,5
GE50763,Washington,3491.741616,No,2,Bachelor,,M,0,1,Single,104,30,88,0,1,Corporate Auto,Corporate L1,Offer1,Agent,748.8,Four-Door Car,1,1,6
VW63894,California,7870.360084,No,1,Master,,M,75740,2,Married,98,8,42,0,3,Personal Auto,Personal L1,Offer3,Web,46.702524,Four-Door Car,1,2,4
YX36936,Arizona,4274.618943,No,0,College,,M,39621,2,Married,109,4,23,1,1,Corporate Auto,Corporate L3,Offer4,Agent,25.292113,SUV,1,2,1
AF49625,Oregon,7189.106255,No,1,Bachelor,,F,75838,0,Single,90,6,64,0,6,Corporate Auto,Corporate L2,Offer2,Agent,428.907968,Two-Door Car,0,1,5
QN30162,Oregon,11315.20373,Yes,2,Bachelor,,F,11885,1,Divorced,101,18,39,0,2,Special Auto,Special L2,Offer1,Agent,484.8,Four-Door Car,1,2,2
UI21548,California,2480.529264,No,0,High School or Below,,F,29444,1,Married,63,5,84,0,1,Personal Auto,Personal L3,Offer3,Call Center,302.4,Two-Door Car,1,1,4
CQ76030,Oregon,6974.922464,No,1,High School or Below,,M,26514,1,Married,91,16,58,0,3,Personal Auto,Personal L3,Offer2,Agent,655.2,Four-Door Car,0,1,6
PP39078,California,5623.611187,No,0,College,,F,31504,1,Married,71,8,27,0,3,Special Auto,Special L1,Offer4,Branch,340.8,Four-Door Car,0,2,5
LM86393,Oregon,2828.095211,No,0,High School or Below,,F,98680,1,Single,72,27,38,2,1,Personal Auto,Personal L3,Offer2,Call Center,345.6,Four-Door Car,1,1,2
NB81923,Washington,7294.492993,No,0,College,,F,0,1,Single,113,12,66,2,7,Personal Auto,Personal L3,Offer1,Call Center,733.737214,Sports Car,1,2,3
SZ61347,California,5583.575264,No,1,College,,M,76927,2,Married,138,2,46,0,1,Personal Auto,Personal L3,Offer4,Branch,114.743547,SUV,1,2,3
BA38428,Arizona,5639.941974,Yes,0,High School or Below,,M,73168,1,Married,70,21,50,0,3,Corporate Auto,Corporate L3,Offer2,Agent,425.800112,Four-Door Car,1,1,0
FX80133,California,4576.759564,No,2,Master,,F,48569,0,Married,114,0,14,0,1,Personal Auto,Personal L3,Offer1,Agent,434.7579,Four-Door Car,1,1,5
MT41386,Washington,2875.43239,No,0,Bachelor,,M,84768,2,Married,72,6,31,0,1,Personal Auto,Personal L3,Offer4,Agent,110.484661,Two-Door Car,1,2,2
KV53202,California,3031.399321,No,1,High School or Below,,F,0,1,Single,86,7,31,0,1,Corporate Auto,Corporate L1,Offer2,Branch,619.2,Two-Door Car,1,2,2
DB79694,Arizona,5979.724161,Yes,1,High School or Below,,F,57693,1,Divorced,76,16,56,0,3,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,1,2,0
VY75186,California,2242.244448,No,0,College,,M,0,2,Divorced,65,18,48,0,1,Personal Auto,Personal L3,Offer1,Call Center,85.612463,Four-Door Car,1,1,4
NW21079,Washington,4879.384813,No,0,Master,,F,67163,2,Married,61,17,41,2,5,Personal Auto,Personal L1,Offer1,Call Center,33.192803,Two-Door Car,0,1,4
FR81224,Oregon,5494.87251,No,0,Master,,M,89205,2,Married,68,28,86,0,6,Personal Auto,Personal L2,Offer2,Agent,165.523154,Two-Door Car,1,2,0
YK92213,Oregon,5060.303189,No,1,Doctor,,M,0,0,Married,138,23,76,0,1,Personal Auto,Personal L1,Offer2,Call Center,570.777441,Sports Car,1,1,4
JV99867,California,11269.23099,No,1,Bachelor,,F,65448,1,Married,94,28,66,0,2,Special Auto,Special L2,Offer3,Agent,451.2,Four-Door Car,1,1,4
TN66124,California,10552.87837,No,1,High School or Below,,M,77627,2,Married,88,14,38,0,2,Corporate Auto,Corporate L2,Offer4,Web,205.169178,Two-Door Car,1,1,0
NT78297,Oregon,7517.378484,No,1,Bachelor,,F,37695,1,Single,96,17,3,0,3,Personal Auto,Personal L2,Offer1,Branch,460.8,Two-Door Car,0,1,0
KG49115,California,6298.177143,No,1,College,,F,89411,2,Married,78,14,99,0,4,Personal Auto,Personal L1,Offer2,Web,116.237322,Four-Door Car,1,2,3
WC77067,Nevada,7821.945982,No,0,College,,M,0,1,Single,114,27,39,0,4,Corporate Auto,Corporate L3,Offer1,Agent,914.31553,SUV,0,1,6
GK67747,Washington,4386.277558,Yes,0,College,,M,10621,1,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,1,2,4
QM39493,California,3499.988408,No,1,High School or Below,,M,16711,1,Married,91,29,50,1,1,Personal Auto,Personal L3,Offer1,Call Center,580.622219,Four-Door Car,1,1,6
JD11661,Oregon,7528.092744,No,0,College,,F,0,1,Single,106,0,44,0,7,Personal Auto,Personal L2,Offer2,Agent,508.8,SUV,1,2,0
PT73521,California,2732.613084,No,0,College,,M,42968,1,Married,69,15,85,0,1,Personal Auto,Personal L1,Offer3,Agent,331.2,Four-Door Car,1,2,1
PY50779,Arizona,7060.212867,No,1,High School or Below,,M,85412,2,Divorced,88,33,92,0,3,Personal Auto,Personal L1,Offer1,Call Center,134.684555,Four-Door Car,1,1,3
FK97285,California,3732.305945,No,1,High School or Below,,F,75774,1,Married,92,30,55,1,1,Corporate Auto,Corporate L2,Offer2,Web,441.6,Four-Door Car,1,2,5
JG12505,Nevada,4064.182317,No,0,Master,,F,26599,2,Married,101,24,83,0,1,Personal Auto,Personal L2,Offer1,Web,254.380731,SUV,1,1,0
FX65946,Arizona,5754.746414,No,0,Bachelor,,M,34847,1,Married,73,26,24,0,7,Personal Auto,Personal L3,Offer2,Agent,525.6,Four-Door Car,0,1,0
OU88023,California,8460.80939,No,0,High School or Below,,F,0,1,Single,115,13,43,0,4,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,2,1,6
XN32623,Oregon,5638.150224,No,0,Bachelor,,M,85896,2,Married,70,28,27,0,3,Personal Auto,Personal L3,Offer2,Call Center,48.629646,Four-Door Car,1,2,0
EV78251,Oregon,7163.540342,No,0,Doctor,,F,0,1,Single,66,8,11,0,2,Personal Auto,Personal L3,Offer4,Branch,316.8,Two-Door Car,0,1,5
HC80108,California,2803.796963,No,0,College,,F,43775,0,Married,70,3,42,0,1,Personal Auto,Personal L3,Offer2,Call Center,310.744656,Four-Door Car,1,2,4
ZJ22132,Oregon,3130.67843,No,1,High School or Below,,F,42056,0,Married,78,21,2,0,1,Personal Auto,Personal L3,Offer1,Agent,221.951098,Four-Door Car,2,1,4
LG53863,Oregon,3741.570763,No,0,High School or Below,,F,13093,1,Divorced,100,30,73,0,1,Personal Auto,Personal L2,Offer1,Agent,514.507039,SUV,1,1,6
KR87696,California,3439.089657,No,1,College,,F,98278,0,Married,85,26,60,0,1,Personal Auto,Personal L3,Offer4,Branch,367.577872,Four-Door Car,1,2,2
LN44535,Washington,7284.445594,No,1,College,,F,44605,1,Married,91,3,45,0,7,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,1,1,0
FU63281,Arizona,5278.528037,No,0,Bachelor,,M,32365,0,Married,67,28,78,0,3,Personal Auto,Personal L3,Offer1,Agent,193.147858,Four-Door Car,1,1,1
KV17007,California,5680.276365,No,0,College,,M,82255,2,Married,71,29,59,0,5,Personal Auto,Personal L2,Offer1,Branch,145.004323,Four-Door Car,1,2,5
GR42174,Oregon,2194.668123,No,0,College,,M,0,1,Single,62,11,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,623.525433,Four-Door Car,1,1,6
SR71812,California,6473.32562,No,1,High School or Below,,F,0,1,Married,88,3,99,0,6,Personal Auto,Personal L3,Offer1,Agent,468.492761,Four-Door Car,0,1,3
OB98149,Washington,4700.007467,No,0,College,,F,11417,1,Married,63,25,57,0,6,Personal Auto,Personal L3,Offer2,Agent,302.4,Two-Door Car,0,2,3
OC39051,California,6158.846901,No,0,College,,M,0,1,Single,67,20,29,2,2,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,1,1,6
LW80918,Oregon,8653.562027,No,0,Doctor,,M,69704,2,Married,72,25,92,0,2,Personal Auto,Personal L3,Offer4,Agent,89.921281,Two-Door Car,1,2,0
EC94366,Oregon,3776.320768,No,1,Doctor,,M,20101,0,Married,96,28,44,0,1,Corporate Auto,Corporate L2,Offer2,Agent,291.536748,Four-Door Car,1,2,5
PI92163,Nevada,4897.041423,No,0,Bachelor,,M,24383,1,Single,69,4,78,2,4,Corporate Auto,Corporate L3,Offer1,Call Center,331.2,Four-Door Car,1,1,4
LZ68649,Washington,14947.9173,No,0,Bachelor,,M,22139,1,Single,100,34,31,0,2,Personal Auto,Personal L3,Offer3,Call Center,480.0,SUV,1,2,3
IB39821,Arizona,9011.129467,No,0,Bachelor,,M,88708,0,Married,112,6,71,0,9,Personal Auto,Personal L2,Offer2,Agent,499.663591,Sports Car,0,1,5
WI75766,Arizona,10083.48688,Yes,1,High School or Below,,F,11828,1,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,2,2,5
DR27120,Washington,2938.728161,No,1,Bachelor,,F,0,1,Married,80,2,49,1,1,Corporate Auto,Corporate L3,Offer3,Web,384.0,Two-Door Car,1,1,2
UQ67668,Nevada,5639.941974,Yes,0,High School or Below,,M,73168,1,Married,70,21,50,0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,1,1,0
PR64751,Nevada,2606.045519,No,0,Bachelor,,M,0,1,Married,71,10,22,0,1,Corporate Auto,Corporate L3,Offer1,Agent,409.459488,Two-Door Car,0,2,4
ZR72236,Nevada,5226.286197,No,0,Master,,M,76646,0,Married,65,3,30,0,9,Personal Auto,Personal L3,Offer2,Branch,263.844471,Two-Door Car,1,1,2
SG52649,Washington,8382.630118,Yes,0,High School or Below,,M,19683,1,Married,117,17,41,1,9,Corporate Auto,Corporate L1,Offer1,Web,561.6,Sports Car,1,2,4
SG96896,Oregon,14703.13246,No,0,High School or Below,,M,0,1,Single,71,16,30,1,2,Personal Auto,Personal L3,Offer1,Call Center,819.576016,Four-Door Car,0,2,2
NU64028,Nevada,12265.60041,No,0,Bachelor,,M,35693,1,Divorced,103,8,63,0,2,Personal Auto,Personal L1,Offer1,Branch,494.4,Sports Car,0,1,5
PM63319,Washington,4529.976333,No,0,College,,F,0,1,Single,65,7,67,0,7,Personal Auto,Personal L1,Offer1,Agent,438.369382,Four-Door Car,1,2,1
XF94149,California,4087.512572,No,0,College,,M,24123,1,Married,104,7,61,0,1,Personal Auto,Personal L3,Offer4,Branch,748.8,SUV,1,2,1
ME99882,Arizona,9247.547393,No,2,Bachelor,,M,85654,0,Married,116,5,55,0,4,Personal Auto,Personal L3,Offer2,Call Center,346.265295,Two-Door Car,2,1,6
YZ67161,Oregon,13024.13012,Yes,1,Master,,M,0,1,Single,125,6,61,0,2,Personal Auto,Personal L1,Offer1,Agent,900.0,SUV,0,1,0
UM53032,California,6104.723142,No,1,College,,M,84822,0,Married,76,5,13,0,5,Corporate Auto,Corporate L3,Offer1,Agent,219.879452,Four-Door Car,1,1,3
LW43115,California,2725.356404,Yes,0,Master,,F,36650,2,Married,69,2,70,1,1,Personal Auto,Personal L2,Offer2,Web,56.60333,Four-Door Car,2,1,0
YK93229,Oregon,3260.74476,No,1,High School or Below,,M,0,1,Married,90,8,33,0,1,Personal Auto,Personal L3,Offer2,Call Center,432.0,Two-Door Car,1,1,1
IH43245,Nevada,7599.895827,No,1,College,,M,52113,1,Divorced,97,14,85,0,6,Corporate Auto,Corporate L3,Offer1,Agent,465.6,Four-Door Car,1,2,2
TO14996,Oregon,5633.949267,No,0,High School or Below,,M,37595,1,Married,70,2,22,0,9,Personal Auto,Personal L3,Offer1,Branch,501.994635,Four-Door Car,1,2,2
XN34686,Oregon,5640.021911,No,0,High School or Below,,M,41396,1,Married,70,7,7,0,3,Special Auto,Special L2,Offer2,Branch,336.0,Four-Door Car,1,1,1
KA13067,Oregon,8370.401649,No,0,High School or Below,,M,77512,0,Divorced,104,2,5,0,6,Corporate Auto,Corporate L3,Offer2,Branch,433.608534,SUV,0,1,3
LQ76461,Oregon,5170.450306,No,0,High School or Below,,F,35334,1,Married,65,29,31,0,4,Personal Auto,Personal L2,Offer4,Web,468.0,Four-Door Car,0,2,5
BH60627,Oregon,7521.194691,No,2,College,,M,0,1,Married,104,13,20,0,3,Personal Auto,Personal L3,Offer1,Branch,499.2,Four-Door Car,0,2,0
CD48033,Oregon,12731.95161,Yes,0,Doctor,,M,40870,1,Married,105,3,56,0,2,Personal Auto,Personal L3,Offer1,Agent,504.0,SUV,2,1,4
AC58002,California,5666.867962,No,0,Bachelor,,F,53907,0,Married,71,1,52,0,9,Corporate Auto,Corporate L2,Offer1,Branch,189.907577,Four-Door Car,1,1,2
VM21699,Oregon,4436.806209,No,0,Bachelor,,F,77609,2,Married,111,26,75,0,1,Corporate Auto,Corporate L3,Offer2,Branch,62.935952,Sports Car,1,2,5
RR66500,California,2436.005997,No,0,Master,,M,87462,2,Married,61,0,79,1,1,Corporate Auto,Corporate L2,Offer4,Call Center,51.294615,Four-Door Car,1,1,6
